life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
61.51,1.87,7.43,2492.63,0.4367,Low
77.67,11.46,17.5,40291.1,0.887,Very High
58.18,4.75,7.66,883.94,0.4156,Low
81.58,9.6,13.99,24981.41,0.8243,Very High
79.52,13.78,14.41,15529.02,0.8434,Very High
51.08,6.6,11.46,1478.48,0.4714,Low
66.77,2.52,8.06,2244.83,0.4705,Low
58.84,4.15,8.01,632.12,0.3916,Low
51.8,0.73,3,553.43,0.2387,Low
79.44,13.41,16.34,61848.62,0.9282,Very High
76.4,7.62,11.07,5630.64,0.667,Medium
77.18,7.46,12.15,8969.92,0.7049,High
76.48,12.7,17.44,21308.9,0.8613,Very High
75.41,11.32,12.05,36945.06,0.8154,Very High
77.2,8.19,13.53,16371.53,0.7604,High
69.54,10.92,13.68,40381.72,0.801,Very High
69.78,8.28,10.11,3640.62,0.614,Medium
79.31,11.28,14.09,28068.85,0.8418,Very High
73.29,9.68,12.7,30244.45,0.7818,High
73.0,8.71,10.64,13653.2,0.708,High
63.68,9.0,10.57,6370.48,0.6303,Medium
52.16,1.44,5.55,434.54,0.2811,Low
71.36,8.33,11.94,6123.43,0.6689,Medium
70.33,9.18,11.63,6503.6,0.6747,Medium
58.19,5.71,9.62,1892.73,0.4924,Low
66.62,6.07,9.66,4885.54,0.5831,Medium
64.4,5.23,10.14,2913.37,0.5413,Low
63.48,3.12,10.98,3688.0,0.5302,Low
65.18,6.26,9.27,5869.74,0.5841,Medium
77.21,9.5,15.13,22351.99,0.8093,Very High
74.39,6.19,10.86,6349.19,0.6435,Medium
56.08,3.3,4.11,717.48,0.3334,Low
56.68,3.37,11.51,1388.83,0.4593,Low
64.07,8.46,10.87,3755.26,0.6007,Medium
52.31,3.6,8.05,678.12,0.3669,Low
84.92,14.5,17.83,95000,0.9925,Very High
76.92,9.22,17.27,49246.94,0.8642,Very High
68.78,7.69,12.84,10141.99,0.6847,Medium
86,12.21,16.31,81780.72,0.951,Very High
48.93,3.27,5.69,486.18,0.305,Low
57.03,5.93,8.75,2234.63,0.4903,Low
58.71,6.33,7.59,1834.57,0.4797,Low
52.93,2.65,6.48,466.64,0.3163,Low
68.07,6.82,12.94,7209.41,0.6545,Medium
62.12,6.64,12.27,2913.03,0.5703,Medium
76.96,13.63,13.47,52016.56,0.8819,Very High
64.5,9.39,12.26,8093.96,0.6671,Medium
85.55,13.57,17.5,56016.0,0.9644,Very High
80.46,11.23,14.88,40288.89,0.8723,Very High
49.11,2.43,5.98,383.35,0.2822,Low
56.85,3.78,9.04,1425.99,0.4411,Low
64.45,2.73,12.86,1253.71,0.4891,Low
75.29,12.6,16.42,49442.22,0.8872,Very High
68.97,5.87,13.02,3978.35,0.6158,Medium
75.23,10.0,10.73,15632.91,0.7425,High
74.05,8.12,12.18,12980.32,0.7194,High
86,14.5,14.35,91758.41,0.959,Very High
63.69,7.36,11.09,3832.52,0.5894,Medium
79.52,7.84,10.95,18582.85,0.7421,High
67.45,8.78,11.18,5719.8,0.6456,Medium
58.82,4.2,8.87,1031.6,0.4332,Low
83.78,11.19,16.37,38909.44,0.9011,Very High
60.92,3.08,10.4,1542.77,0.467,Low
70.05,9.12,12.03,8840.22,0.6928,Medium
70.66,11.07,13.66,20916.05,0.7779,High
79.82,10.03,16.07,32542.57,0.8563,Very High
73.21,11.72,17.24,59672.68,0.8825,Very High
53.62,1.7,5.1,554.8,0.2984,Low
65.2,8.11,13.24,13955.16,0.6917,Medium
72.73,6.05,13.13,10220.4,0.6848,Medium
69.57,12.37,14.94,21543.28,0.7999,High
58.15,3.3,5.13,1105.48,0.3774,Low
75.03,9.24,13.91,15270.84,0.7644,High
72.68,8.93,12.8,14940.99,0.7371,High
86,13.75,16.2,58545.63,0.9563,Very High
70.53,8.85,14.05,8376.38,0.7089,High
75.47,9.4,13.95,13681.12,0.7631,High
82.34,9.23,13.72,11739.6,0.7806,High
72.46,12.1,14.71,25398.14,0.8183,Very High
67.46,8.5,11.68,9096.22,0.6711,Medium
49.95,0.64,9.02,658.32,0.3292,Low
52.21,4.85,7.65,650.22,0.3743,Low
86,12.27,17.61,66625.16,0.9591,Very High
60.76,3.47,10.99,1129.26,0.4588,Low
54.87,3.87,10.85,919.49,0.4261,Low
61.01,5.43,13.51,2369.68,0.5516,Medium
79.36,11.28,13.46,49188.72,0.8623,Very High
77.26,11.28,12.42,20612.32,0.7995,High
69.27,7.86,7.63,1962.48,0.5446,Low
77.99,10.34,18,32440.98,0.8698,Very High
53.24,2.54,5.41,1041.78,0.3491,Low
76.01,10.72,10.62,23565.37,0.774,High
70.67,7.68,9.8,2067.89,0.5733,Medium
55.72,6.57,6.77,2586.48,0.4791,Low
63.55,3.6,9.72,2846.16,0.5093,Low
62.58,7.08,12.24,5170.04,0.6081,Medium
65.7,9.32,11.35,7364.38,0.6587,Medium
74.64,9.85,14.07,18005.28,0.7798,High
78.24,7.25,13.7,8660.5,0.7216,High
84.66,9.28,15.06,42993.32,0.8719,Very High
86,10.8,15.55,53859.8,0.9095,Very High
58.59,5.54,6.11,470.63,0.3665,Low
54.69,1.97,5.49,373.62,0.2852,Low
56.8,0.5,8.5,612.76,0.3396,Low
57.36,3.78,7.27,567.15,0.3669,Low
56.12,1.52,7.52,952.87,0.3662,Low
60.76,8.76,10.03,3308.39,0.574,Medium
56.21,3.45,7.73,779.24,0.3848,Low
53.38,0.5,7.75,371.05,0.2868,Low
83.16,10.26,14.65,30694.89,0.8571,Very High
60.28,3.42,8.65,925.18,0.4194,Low
55.35,3.61,9.54,1581.35,0.4438,Low
73.59,5.84,10.62,8486.88,0.647,Medium
73.59,8.26,13.91,10547.92,0.7269,High
58.07,4.52,5.36,963.67,0.3916,Low
49.98,4.14,8.53,504.76,0.3485,Low
74.64,12.09,14.02,23375.93,0.8188,Very High
64.53,4.68,6.03,1549.91,0.451,Low
47.81,5.81,8.19,516.14,0.3548,Low
57.77,5.7,9.14,1450.61,0.4705,Low
83.55,12.06,14.24,89470.9,0.9205,Very High
54.34,2.31,5.6,640.25,0.3255,Low
72.5,7.45,13.61,10976.68,0.7109,High
86,13.06,18,40335.46,0.9464,Very High
73.18,8.31,15.31,13278.13,0.7515,High
70.15,7.2,12.3,25827.75,0.722,High
56.83,8.0,6.29,2865.2,0.5024,Low
75.01,11.18,13.97,25504.46,0.8138,Very High
52.07,2.41,8.01,844.33,0.3639,Low
70.38,10.42,15.73,41903.83,0.8215,Very High
49.66,6.26,7.81,738.39,0.3885,Low
64.85,6.5,10.19,2551.71,0.5525,Medium
66.25,10.27,10.63,4855.37,0.6432,Medium
53.31,3.19,8.52,695.95,0.372,Low
81.82,11.03,13.1,51440.22,0.869,Very High
79.07,14.09,15.07,69110.57,0.9273,Very High
78.35,9.73,13.8,37786.48,0.8289,Very High
58.79,4.52,9.59,1364.12,0.4615,Low
54.28,4.09,6.21,1049.7,0.3867,Low
47.67,3.49,8.66,601.49,0.3452,Low
51.98,0.5,9.66,564.68,0.3323,Low
55.32,5.35,10.27,1173.73,0.4542,Low
71.39,9.91,14.74,18323.41,0.7721,High
64.21,6.15,13.56,5306.15,0.6192,Medium
66.8,5.63,8.34,3372.3,0.5434,Low
58.57,0.5,6.02,480.86,0.2958,Low
73.56,9.28,11.74,13431.24,0.7291,High
78.3,8.51,13.16,17104.46,0.7676,High
86,12.91,13.49,44352.93,0.905,Very High
53.32,5.08,5.09,1010.03,0.3818,Low
54.39,2.44,7.14,830.75,0.3617,Low
51.46,0.5,8.47,468.65,0.3053,Low
66.34,12.71,15.53,10281.15,0.7529,High
74.86,10.89,13.12,22100.92,0.794,High
86,14.11,13.69,47740.95,0.9254,Very High
45,2.91,7.42,458.41,0.2993,Low
86,13.27,18,74725.06,0.9802,Very High
71.07,9.27,9.44,10416.67,0.6804,Medium
83.41,12.57,16.82,75325.55,0.9526,Very High
73.34,11.82,15.05,41844.63,0.847,Very High
62.81,7.76,8.9,4505.52,0.5766,Medium
78.66,11.03,13.4,26263.36,0.8252,Very High
67.04,8.15,14.09,8300.21,0.6842,Medium
64.16,8.85,13.98,3740.19,0.6333,Medium
85.48,12.29,15.48,74219.53,0.9429,Very High
57.72,6.58,11.26,3599.85,0.5509,Medium
64.64,6.7,10.42,5159.51,0.5941,Medium
54.04,4.86,9.13,1568.28,0.449,Low
63.03,2.7,4.52,906.91,0.3622,Low
74.61,9.56,12.84,19520.11,0.7674,High
62.21,4.31,10.81,1481.22,0.4897,Low
64.97,9.78,10.29,3832.16,0.6154,Medium
50.18,5.65,8.73,763.92,0.3945,Low
73.89,4.49,9.93,3677.51,0.577,Medium
52.12,1.9,8.87,942.08,0.3729,Low
47.3,0.5,9.22,1072.44,0.3449,Low
66.41,7.95,12.36,5566.37,0.6414,Medium
73.75,6.13,11.97,11247.15,0.6816,Medium
71.91,7.76,13.69,8734.48,0.7011,High
71.22,8.72,11.85,8707.27,0.6907,Medium
47.89,4.53,8.22,691.41,0.3622,Low
70.24,9.81,14.16,11343.53,0.7355,High
68.95,10.5,12.58,5656.68,0.6848,Medium
71.61,12.72,11.46,12191.42,0.7534,High
73.81,9.38,11.67,8855.99,0.7094,High
61.28,4.7,7.4,1856.5,0.4665,Low
75.74,12.33,15.92,37795.01,0.8688,Very High
86,13.61,15.45,79106.12,0.9592,Very High
82.7,11.11,17.12,55100.49,0.9197,Very High
69.06,8.0,17.91,8038.16,0.7258,High
63.14,6.08,12.94,6764.27,0.6193,Medium
82.77,12.54,18,62059.02,0.9514,Very High
56.66,3.13,8.01,1040.38,0.4024,Low
56.37,0.9,8.19,1560.25,0.391,Low
80.42,14.03,15.67,88675.59,0.9433,Very High
63.32,7.33,11.84,6395.59,0.6215,Medium
76.52,8.77,11.69,18703.64,0.7512,High
74.14,12.9,16.43,24171.34,0.849,Very High
75.01,12.86,16.72,39391.87,0.8804,Very High
66.58,9.51,10.89,12478.14,0.6867,Medium
52.77,3.05,4.32,558.53,0.3073,Low
62.94,3.31,10.87,1901.84,0.4949,Low
52.55,3.53,6.76,410.39,0.3195,Low
50.41,1.59,6.97,549.82,0.3097,Low
64.71,5.6,6.37,2379.47,0.4929,Low
77.8,11.33,14.12,46609.09,0.8597,Very High
52.64,5.15,9.78,572.45,0.3887,Low
55.89,1.84,6.88,526.18,0.3271,Low
63.55,8.08,4.04,2273.65,0.4941,Low
66.49,7.28,9.81,4462.4,0.5957,Medium
68.92,10.44,15.65,6392.78,0.7179,High
80.26,14.5,12.89,66966.45,0.9153,Very High
86,12.62,16.83,59395.79,0.9498,Very High
77.55,9.64,14.87,26537.06,0.8185,Very High
67.35,10.03,9.94,9406.3,0.6733,Medium
71.98,3.81,12.26,5186.58,0.6064,Medium
72.86,8.88,13.64,11419.81,0.7324,High
59.67,4.07,10.12,2504.34,0.4982,Low
75.71,14.3,18,51811.3,0.9246,Very High
79.95,14.17,18,55602.92,0.9496,Very High
49.99,4.64,7.37,538.06,0.348,Low
58.84,5.14,10.39,1244.88,0.4713,Low
84.27,7.76,12.61,25708.13,0.7961,High
49.11,3.01,4.74,547.81,0.2988,Low
60.92,4.48,9.41,2592.11,0.5028,Low
45.32,1.82,5.33,509.7,0.2714,Low
66.63,6.15,8.54,1231.03,0.4936,Low
58.64,3.5,9.35,1372.98,0.4457,Low
62.88,7.98,12.6,8607.57,0.6491,Medium
68.58,8.46,12.08,4430.81,0.6417,Medium
70.68,5.53,6.88,2804.38,0.5282,Low
56.16,4.95,6.79,1470.01,0.4307,Low
77.61,11.58,13.09,11991.43,0.7832,High
81.66,12.17,14.8,44086.57,0.8932,Very High
60.8,4.64,7.99,1746.97,0.4674,Low
66.26,7.5,11.41,6494.77,0.6336,Medium
72.23,7.57,12.64,15536.73,0.7176,High
66.21,8.21,10.05,10947.21,0.6532,Medium
75.35,8.84,13.57,13431.87,0.7508,High
61.01,5.21,9.3,2078.83,0.4998,Low
73.62,10.31,13.5,14205.81,0.7628,High
61.32,7.48,8.1,1892.24,0.5116,Low
70.69,7.9,9.77,10060.94,0.6621,Medium
63.72,10.32,11.36,6025.83,0.6499,Medium
55.72,5.74,6.95,593.67,0.3844,Low
65.35,8.03,11.16,5551.15,0.6253,Medium
77.01,7.87,15.81,15250.25,0.7759,High
67.12,8.09,12.35,4721.88,0.6372,Medium
86,11.32,17.4,91945.48,0.9512,Very High
51.09,5.34,4.23,714.64,0.3475,Low
84.43,14.5,16.69,86764.24,0.9791,Very High
60.25,2.82,10.42,2016.29,0.4759,Low
79.96,11.51,14.78,42404.51,0.8749,Very High
58.53,1.83,5.69,417.34,0.3038,Low
67.66,9.94,13.15,5791.39,0.6791,Medium
79.49,13.69,11.18,16733.23,0.8158,Very High
76.99,8.75,11.34,52086.62,0.7951,High
67.86,10.05,13.16,6301.7,0.686,Medium
68.04,6.54,12.7,4015.79,0.6174,Medium
58.77,4.74,5.24,2865.46,0.451,Low
75.21,14.5,11.98,29272.35,0.8409,Very High
72.44,10.3,9.23,4279.36,0.65,Medium
58.92,7.95,9.86,2080.33,0.5289,Low
58.8,4.84,8.46,2151.14,0.4786,Low
76.15,9.27,12.4,15778.54,0.7556,High
76.59,9.24,15.88,44204.17,0.8434,Very High
62.12,4.95,8.34,1679.13,0.4785,Low
53.97,4.64,9.38,1073.97,0.4269,Low
66.57,6.51,10.54,4478.28,0.5941,Medium
55.33,4.53,8.38,2569.43,0.4677,Low
74.59,10.29,12.08,15520.74,0.7572,High
47.85,2.08,5.27,610.15,0.2934,Low
78.64,11.95,14.18,48144.74,0.8737,Very High
81.67,10.64,14.59,67754.91,0.8922,Very High
69.4,6.84,12.33,3540.72,0.6159,Medium
73.91,9.47,14.41,28704.23,0.7978,High
49.48,2.88,6.59,1015.59,0.3538,Low
63.38,6.41,11.62,2520.04,0.5588,Medium
67.37,7.23,12.32,3998.04,0.6187,Medium
64.38,6.38,8.06,2473.23,0.5248,Low
51.77,0.5,6.63,529.38,0.2913,Low
61.23,6.19,6.98,1218.36,0.4577,Low
75.68,8.42,11.41,23614.46,0.7504,High
45,2.29,6.08,414.57,0.2726,Low
72.44,9.11,13.22,12390.19,0.7331,High
77.88,11.34,16.48,40433.52,0.877,Very High
86,10.21,13.61,75602.8,0.8956,Very High
77.36,7.89,11.16,17492.43,0.7334,High
58.91,2.04,9.45,1351.87,0.4269,Low
65.86,8.2,9.76,5557.28,0.6154,Medium
65.28,6.12,11.15,5397.86,0.5997,Medium
63.74,6.75,8.35,4027.58,0.5558,Medium
48.51,4.16,8.08,372.95,0.3164,Low
60.05,0.5,3.64,528.74,0.2634,Low
63.43,4.88,10.36,1558.66,0.4999,Low
61.13,4.4,12.26,2878.35,0.5389,Low
61.62,4.53,9.18,2079.36,0.4921,Low
60.01,3.79,5.91,2220.43,0.4375,Low
69.35,10.28,11.82,11162.8,0.7133,High
83.24,10.39,17.3,66894.37,0.9246,Very High
80.23,14.2,16.06,72456.98,0.9464,Very High
80.79,11.94,18,50149.31,0.924,Very High
67.38,3.02,12.29,4206.66,0.5667,Medium
60.28,4.06,10.96,1230.89,0.4692,Low
69.76,7.43,13.24,4712.41,0.6497,Medium
53.01,0.76,9.0,445.76,0.3161,Low
60.01,4.15,11.88,2246.68,0.5136,Low
56.92,5.81,7.93,1301.42,0.4499,Low
58.51,1.27,8.63,1158.21,0.3954,Low
70.7,8.04,14.32,8989.25,0.7067,High
58.37,6.99,10.99,2924.39,0.5451,Low
80.41,8.89,10.63,20992.2,0.7629,High
66.29,8.5,10.58,7712.9,0.6462,Medium
58.68,4.17,7.03,878.82,0.4026,Low
53.42,1.62,7.82,657.21,0.3411,Low
69.67,9.55,16.41,9187.54,0.7392,High
58.36,4.23,12.03,1174.31,0.4708,Low
45.64,1.48,8.75,557.29,0.3105,Low
69.77,7.2,11.95,3874.96,0.6231,Medium
82.03,12.46,15.36,63537.47,0.9218,Very High
61.91,4.86,6.88,2280.64,0.4756,Low
78.09,9.53,16.23,63260.4,0.8747,Very High
86,11.11,16.48,65241.87,0.9323,Very High
86,12.16,16.23,78045.46,0.9496,Very High
72.3,7.67,12.53,8010.52,0.6852,Medium
65.27,6.29,10.43,8237.88,0.6143,Medium
85.34,12.75,17.17,58809.85,0.9543,Very High
72.56,6.13,11.7,5972.96,0.6419,Medium
52.43,0.5,4.86,567.65,0.2707,Low
46.93,4.73,9.23,830.4,0.38,Low
55.5,4.33,8.4,1392.59,0.4346,Low
57.82,1.36,9.12,1134.96,0.3995,Low
86,13.12,17.18,81078.67,0.9707,Very High
54.94,3.8,5.85,948.74,0.3753,Low
57.11,6.66,7.78,1517.08,0.4683,Low
52.68,4.72,3.91,611.08,0.332,Low
64.92,5.39,8.94,1952.76,0.5102,Low
75.76,12.69,13.18,26830.16,0.83,Very High
73.09,9.66,15.96,15264.9,0.7801,High
71.26,9.83,16.04,15841.41,0.7757,High
57.93,3.51,6.23,1700.25,0.4168,Low
61.1,3.24,6.4,755.17,0.3807,Low
52.95,3.26,6.95,858.87,0.3676,Low
81.74,11.71,13.47,31569.26,0.8579,Very High
79.29,11.79,15.81,46930.71,0.8901,Very High
68.32,7.15,9.13,3985.7,0.5884,Medium
45,0.5,9.76,395.23,0.2843,Low
72.7,9.55,13.08,40824.8,0.7947,High
59.39,7.84,10.72,3988.75,0.5735,Medium
48.94,4.75,5.64,553.45,0.331,Low
77.75,12.76,14.34,59642.95,0.8906,Very High
50.83,5.47,8.64,930.27,0.4072,Low
53.54,0.5,7.34,460.33,0.2972,Low
66.9,9.25,10.7,6884.22,0.6537,Medium
74.55,6.57,12.53,13540.06,0.7067,High
68.54,9.31,13.12,10106.54,0.7057,High
55.23,7.66,7.39,4491.5,0.5235,Low
66.45,5.67,7.99,1594.67,0.4971,Low
63.31,5.82,9.6,1943.57,0.5163,Low
84.35,13.08,17.07,52275.69,0.9479,Very High
52.58,2.82,5.11,398.27,0.2913,Low
76.44,9.0,15.02,10104.89,0.7573,High
58.79,7.11,9.9,1458.58,0.4982,Low
72.15,9.08,15.62,21119.75,0.7818,High
68.18,8.95,9.31,7793.4,0.6476,Medium
59.43,4.19,11.57,4225.08,0.5408,Low
75.5,11.99,13.5,24887.81,0.8199,Very High
82.37,12.09,18,85804.11,0.9534,Very High
86,12.36,16.8,47225.1,0.9349,Very High
72.06,10.49,13.89,29953.33,0.7976,High
85.38,11.63,10.51,51412.37,0.8622,Very High
61.03,4.5,7.2,728.93,0.4048,Low
66.13,7.85,11.95,6723.61,0.6446,Medium
72.76,8.34,9.89,6802.82,0.6589,Medium
61.14,3.89,9.01,1922.25,0.4753,Low
74.01,11.71,14.43,23737.58,0.8159,Very High
57.55,1.58,7.57,1641.88,0.4004,Low
72.7,6.45,10.01,5594.45,0.624,Medium
57.87,5.42,12.19,4411.51,0.5572,Medium
72.74,11.63,15.44,29309.27,0.8285,Very High
59.4,5.73,4.63,2320.42,0.4514,Low
65.53,6.43,15.31,7560.64,0.664,Medium
52.81,2.98,3,387.27,0.2661,Low
76.74,10.45,11.67,24605.68,0.7874,High
86,14.5,18,72696.81,0.9928,Very High
58.23,7.0,9.68,2533.56,0.5245,Low
85.71,10.68,11.58,37433.95,0.8464,Very High
51.32,1.1,4.75,536.48,0.2741,Low
67.42,5.88,9.99,4623.64,0.5848,Medium
57.31,0.69,8.71,1054.39,0.3783,Low
78.15,11.05,14.81,45429.21,0.8639,Very High
60.03,6.72,11.59,4204.3,0.5747,Medium
57.61,6.9,11.16,1777.8,0.5141,Low
76.38,11.87,14.81,42127.31,0.8614,Very High
57.56,1.33,8.81,862.68,0.3788,Low
63.24,6.77,12.91,7150.99,0.6305,Medium
53.51,4.9,8.42,700.58,0.3919,Low
86,11.92,18,52066.12,0.9465,Very High
56.98,6.31,7.56,828.69,0.4244,Low
86,11.46,15.99,52218.22,0.9209,Very High
81.8,11.32,17.35,33880.7,0.8958,Very High
68.14,9.68,13.81,22605.6,0.7539,High
77.15,8.42,12.49,19251.87,0.7597,High
86,11.4,16.76,47445.98,0.9233,Very High
54.5,0.54,5.87,718.8,0.306,Low
56.39,3.72,9.51,1415.6,0.4432,Low
64.81,4.73,12.38,1971.5,0.5381,Low
64.31,3.64,9.84,2171.38,0.5001,Low
74.37,9.02,9.91,15995.07,0.7175,High
73.35,10.26,14.55,12256.39,0.7634,High
62.49,8.01,12.49,1689.32,0.5555,Medium
77.72,10.26,13.09,22339.98,0.8,High
53.51,4.54,6.22,1202.15,0.3973,Low
66.5,9.23,13.66,14186.82,0.7166,High
56.91,6.22,9.07,1217.0,0.4617,Low
60.71,6.01,12.75,3382.84,0.5695,Medium
73.97,14.16,13.09,29060.2,0.8408,Very High
50.63,3.56,9.38,871.69,0.3881,Low
75.35,8.05,14.46,15446.67,0.7573,High
64.74,7.77,6.76,3670.56,0.551,Medium
83.78,11.57,14.5,31638.49,0.8762,Very High
59.93,6.84,11.52,3131.21,0.5595,Medium
71.53,12.35,13.35,23840.64,0.8005,Very High
71.4,9.18,9.21,6863.23,0.6571,Medium
68.85,10.54,15.6,11420.35,0.7501,High
83.35,12.09,17.44,26992.01,0.901,Very High
66.63,6.58,11.31,8621.58,0.6363,Medium
47.77,3.07,8.15,1223.1,0.3758,Low
80.51,12.93,15.57,38940.01,0.898,Very High
60.69,2.84,7.85,532.51,0.3671,Low
68.84,8.39,11.72,7142.27,0.6644,Medium
58.37,5.48,9.28,1232.73,0.4621,Low
54.4,2.26,8.05,838.75,0.3704,Low
75.6,8.39,17.32,20509.21,0.8059,Very High
74.95,10.65,12.97,9627.99,0.7472,High
69.85,9.89,12.27,10608.57,0.7129,High
60.51,6.14,7.88,1533.08,0.4775,Low
68.9,7.37,7.29,1815.98,0.5284,Low
78.84,11.75,18,55628.74,0.9169,Very High
60.27,7.68,11.33,3607.28,0.5764,Medium
81.81,13.38,15.14,90587.29,0.9376,Very High
68.89,11.44,13.87,12872.75,0.7508,High
58.99,2.56,7.86,1086.78,0.4034,Low
65.26,9.18,11.59,10786.69,0.6761,Medium
76.82,11.74,13.9,27468.62,0.8322,Very High
57.5,4.92,12.29,2299.56,0.5169,Low
77.82,8.5,13.3,29199.63,0.7925,High
60.04,3.8,13.11,1586.39,0.5015,Low
57.75,4.32,4.75,742.58,0.3647,Low
55.65,2.88,3.34,1121.68,0.3355,Low
49.19,2.85,7.11,419.58,0.3053,Low
72.35,9.8,13.68,26946.89,0.7836,High
65.6,4.18,6.77,1911.85,0.4678,Low
61.71,5.42,8.88,2949.79,0.5195,Low
70.42,6.98,12.74,13150.09,0.6948,Medium
86,11.24,16.88,59713.3,0.9339,Very High
68.62,7.58,10.88,7147.61,0.6445,Medium
55.77,2.55,7.79,711.93,0.3664,Low
68.13,8.38,10.89,7487.37,0.6548,Medium
59.6,5.46,7.01,2080.89,0.4721,Low
63.07,2.29,7.69,1658.65,0.4337,Low
69.34,9.53,10.32,11133.52,0.6885,Medium
56.44,4.84,6.59,682.78,0.3826,Low
55.13,1.22,7.29,609.14,0.3297,Low
74.32,9.83,15.78,19698.26,0.7994,High
71.0,9.5,14.48,9615.12,0.7301,High
53.94,2.21,8.88,853.28,0.3783,Low
62.36,5.26,7.62,2277.49,0.492,Low
71.08,10.88,15.02,16672.56,0.7795,High
59.79,7.27,9.32,3654.48,0.5505,Medium
74.28,5.91,16.01,6409.58,0.6957,Medium
77.34,8.38,13.23,34261.25,0.7953,High
75.59,8.92,13.15,30313.94,0.7879,High
47.91,3.53,4.88,370.99,0.2782,Low
45,2.42,9.99,1205.43,0.3728,Low
56.26,3.75,5.91,1125.76,0.3893,Low
49.54,2.68,5.13,448.58,0.288,Low
81.44,11.89,15.82,69694.08,0.921,Very High
50.51,1.4,3.1,382.38,0.2329,Low
84.8,8.45,17.6,34440.51,0.8785,Very High
59.12,7.9,11.41,4336.04,0.5836,Medium
59.68,2.99,8.1,601.41,0.3773,Low
83.31,12.73,15.93,42891.36,0.9177,Very High
73.99,9.27,8.06,11233.68,0.6809,Medium
56.24,3.96,9.96,893.02,0.4223,Low
58.88,2.33,5.78,1841.73,0.3973,Low
71.86,7.12,13.08,5419.85,0.6612,Medium
54.42,1.14,6.62,534.32,0.3097,Low
65.09,7.86,9.77,4401.86,0.5959,Medium
76.31,10.11,13.97,26218.29,0.8084,Very High
56.33,4.79,7.92,2376.13,0.4666,Low
59.52,4.59,8.23,902.89,0.4256,Low
84.54,9.99,16.98,86201.95,0.9279,Very High
52.36,1.78,8.24,517.04,0.329,Low
83.98,14.26,16.32,54761.81,0.9549,Very High
75.67,10.51,13.25,20194.17,0.7901,High
58.45,3.45,7.3,1385.5,0.4209,Low
54.01,5.04,7.41,1996.33,0.4455,Low
60.6,4.87,14.27,4875.82,0.5896,Medium
60.83,6.0,9.75,2830.15,0.5305,Low
79.16,9.94,14.26,27300.61,0.8247,Very High
79.52,10.5,15.33,31932.27,0.8522,Very High
68.31,7.29,10.51,4645.72,0.6132,Medium
51.59,2.79,5.81,979.89,0.3493,Low
49.49,0.5,6.53,473.89,0.2764,Low
61.82,8.5,13.85,4765.28,0.6307,Medium
58.21,5.57,12.61,2180.87,0.5274,Low
62.18,6.28,8.27,5606.59,0.5576,Medium
56.3,5.75,8.12,1401.44,0.453,Low
86,10.91,18,69228.03,0.9484,Very High
66.23,2.95,10.28,3994.41,0.5338,Low
75.3,6.17,15.84,5930.4,0.6971,Medium
63.52,3.75,9.29,1293.01,0.4629,Low
86,12.32,16.88,55383.7,0.9433,Very High
66.14,7.1,13.28,6150.9,0.6443,Medium
63.11,5.85,9.54,2176.92,0.5216,Low
55.48,2.03,7.25,1699.94,0.3976,Low
56.07,6.21,8.53,1889.59,0.4783,Low
76.46,7.31,13.42,13970.24,0.7364,High
54.67,2.61,7.97,584.26,0.3527,Low
78.18,9.45,14.47,35147.81,0.8283,Very High
66.77,5.38,11.81,6893.87,0.6157,Medium
74.39,11.45,15.54,21281.83,0.8199,Very High
81.26,9.16,15.02,25247.88,0.8287,Very High
54.05,4.86,7.25,1102.56,0.4102,Low
54.35,6.95,13.57,2032.47,0.5269,Low
67.89,8.58,11.66,3397.63,0.6209,Medium
52.17,2.27,9.02,509.4,0.3411,Low
48.23,3.91,4.66,477.09,0.2986,Low
70.94,6.97,11.55,4905.69,0.6341,Medium
55.43,3.32,9.48,1390.01,0.4328,Low
59.49,6.33,8.43,2920.55,0.5165,Low
82.38,10.42,12.63,32730.49,0.8369,Very High
50.41,6.64,6.65,856.25,0.395,Low
77.83,9.3,16.34,33877.46,0.8426,Very High
50.44,3.43,9.44,667.32,0.3698,Low
57.08,5.85,9.72,1323.3,0.4695,Low
55.79,4.19,6.81,1273.73,0.4113,Low
70.17,8.87,12.46,9001.38,0.6957,Medium
58.28,4.28,5.64,560.34,0.358,Low
65.63,4.62,9.15,2343.44,0.5149,Low
78.69,9.37,14.49,37381.27,0.8328,Very High
69.68,9.38,7.69,2378.77,0.5775,Medium
64.97,6.13,12.89,2835.84,0.5814,Medium
74.49,7.16,10.54,4904.64,0.6399,Medium
83.12,10.35,16.59,50962.15,0.9031,Very High
57.56,6.57,9.69,1504.19,0.487,Low
74.78,11.99,14.92,25803.73,0.8318,Very High
76.71,9.03,13.05,19084.58,0.7715,High
80.45,10.93,15.72,56094.93,0.893,Very High
66.66,7.42,6.57,2971.27,0.5406,Low
61.27,5.78,9.2,2352.44,0.514,Low
58.3,2.44,6.99,1700.5,0.4111,Low
54.44,7.84,11.25,2399.02,0.5265,Low
57.94,6.38,9.75,2355.16,0.5126,Low
72.99,8.65,17.12,18573.38,0.7892,High
80.39,11.23,15.95,82229.28,0.9124,Very High
82.21,13.75,15.76,95000,0.95,Very High
49.32,1.69,5.18,533.58,0.2837,Low
86,13.55,14.99,82821.88,0.9539,Very High
60.09,4.2,5.84,1188.79,0.4116,Low
